,Unnamed: 0,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active
0,0,An accuracy optimization method for random access inter-satellite measurement system,"In this paper, we present a precision optimization method which is for double one-way pseudo-code inter-satellite measurement system based on random access. The objective of this paper is to improve the accuracy of random access to inter-satellite measurement system. We have carried out several sets of theoretical analysis and numerical simulation to verify the validity of the proposed method for the accuracy optimization of inter-satellite measurement system. The studies we have performed showed that the proposed method could eliminate the main satellite error which caused by the dynamic characteristic of satellites and the frequency source drift. The research work has resulted in a solution of inter-satellite ranging scheme based on random access. The results of the paper have made a fundamental contribution to the future of distributed satellite communications.",60117832,"School of Aeronautics and Astronautics, Zhejiang University",Hangzhou,China,"['1712', '1709', '1707', '1705']",21.5,-0.11666666666666665,0.23263888888888892,1
1,1,The TLA+ toolbox,"A. Kuppe, L. Lamport & D. Ricketts.We discuss the workflows supported by the TLA+ Toolbox to write and verify specifications. We focus on features that are useful in industry because its users are primarily engineers. Two features are novel in the scope of formal IDEs: CloudTLC connects the Toolbox with cloud computing to scale up model checking. A Profiler helps to debug inefficient expressions and to pinpoint the source of state space explosion. For those who wish to contribute to the Toolbox or learn from its flaws, we present its technical architecture.",60027758,Oracle Corporation,Redwood City,United States,['1712'],11.5,0.175,0.15,1
2,2,Modeling of operational communications and decision making process Results of a study of automation of operational management," Publication rights licensed to ACM.Loss of working time significantly reduces the performance of the production system. This problem can be solved by developing a support system for operational management solutions based on automating data acquisition on the state of equipment. The article presents the results of research into the problems of operational management of an industrial enterprise resources the lines oftheir solution in organizational and content aspects. To a great extent this concerns first and foremost the definition of the approach to developing a conceptual model for supporting operational management decisions and, secondly, the establishment of criteria for evaluating its effectiveness. Purpose: developing a conceptual model for supporting operational management decisions in an industrial enterprise. Methodology: the theory of production organization, the theory of automated management and the methodology of enterprise architecture have been applied for building the model; criteria for evaluating the effectiveness have been worked out on the basis of efficiency management theory, fuzzy set theory, vital resources theory. Results: A conceptual three-level model of management decisions support accompanied by automated data acquisition has been formed and criteria of its efficiency have been determined. This is supposed not only to improve the promptness of relevant management decisions, but will also help to achieve a significant reduction in the loss of the equipment operating time.",60112362,Ministry of Foreign Affairs of the Russian Federation,Moscow,Russian Federation,"['1712', '1709', '1707', '1705']",27.125,0.27999999999999997,0.5633333333333332,0
3,3,Internet addiction and youth coping strategies,"The paper focuses on social and psychological aspects of human-computer interactions and studies risk factors for the total impact of the digital virtual environment on its perception and regulation of personal behavior. The problem of Internet addiction among young people and the strategy of its overcoming is emphasized. Empirical data of the psychological testing of the St. Petersburg State Transport University students is analyzed. The authors' aim is to educe interdependency between cyber- and Internet-addiction and coping strategies that capture the psycho-technique of young people's readiness to the difficulties of life in the modern digital culture. The study is based on the concepts of cognitive psychology, which highlight the specific mental factors of network reality perception and strategy to overcome life difficulties. The research method is a comparative analysis of coping strategies in different groups of students, differentiated by gender. Psychological testing is used as an empirical method, which reveals a picture of the relationship between the Internet and cyber dependence and coping strategies in self-regulation of youth groups' behavior. IBM SPSS Statistics 19 is used in test data processing. The study finds that the impact of Internet addiction on the development of positive coping strategies is negative. The obtained results can be used to model the algorithm of students' adaptation to the conditions of professional activity in the digital environment.",60017103,Peter the Great St. Petersburg Polytechnic University,St. Petersburg,Russian Federation,"['1712', '1709', '1707', '1705']",20.09090909090909,0.028030303030303037,0.23435606060606062,1
4,4,When and How to Leverage E-commerce Cart Targeting: The relative and moderated effects of scarcity and price incentives with a two-stage field experiment and causal forest optimization," However, practitioners might target shoppers who have short-listed products in their digital carts without fully considering how ECT designs interact with consumer mindsets in online shopping stages. This paper develops a conceptual model of ECT that addresses the question of when (with versus without carts) and how to target (scarcity versus price promotion). Our ECT model is grounded in the consumer goal stage theory of deliberative or implemental mindsets and supported by a two-stage field experiment involving more than 22,000 mobile users. The results indicate that ECT has a substantial impact on consumer purchases, inducing a 29.9% higher purchase rate than e-commerce targeting without carts. Moreover, this incremental impact is moderated: the ECT design with a price incentive amplifies the impact, but the same price incentive leads to ineffective e-commerce targeting without carts. By contrast, a scarcity message attenuates the impact but significantly boosts purchase responses to targeting without carts. Interestingly, the costless scarcity nudge is approximately 2.3 times more effective than the costly price incentive in the early shopping stage without carts, whereas a price incentive is 11.4 times more effective than the scarcity message in the late stage with carts. We also leverage a causal forest algorithm that can learn purchase response heterogeneity to develop a practical scheme of optimizing ECT. Our model and findings empower managers to prudently target consumer shopping interests embedded in digital carts to capitalize on new opportunities in e-commerce.",60122660,Fox School of Business,Philadelphia,United States,"['1710', '1705']",26.333333333333332,0.22409090909090912,0.4703030303030303,0
5,5,Digital trance: Neo-shamanism in the Russian Internet,"The paper deals with representation of neo-shamanism in today’s media. The topicality of the study is justified by transformation of neo-shamanic practices in the context of digital culture, which is manifested, among other things, in resorting to opportunities offered by the new media in marketing one’s services. The study material were web sites in the Russian Internet and web pages in Russian social networks related to shamanism. The goal of the study is to reveal how neo-shamanism is shaped and structured in the Internet. For our analysis of the content of the web pages we relied on structural and semiotic methods, statistical methods were drawn upon for the study of Internet communities’ audience. There are several types of neo-shaman web sites: pages of shaman centres and religious ogranisations; personal web pagers of neo-shamans; web sites about magic and para-psychology. The standard format of Internet marketing and usability requirements gives rise to unification of neo-shamanism representations through structuring them by sample entries whose content is eclectic but easily identifiable by users. Analysis of the statistics of neo-shaman pages in the Russian Internet and in the social network “Vkontakte” has shown that users of 25 – 45 y/o have more interest in shamanism and neo-shamans’ services, regardless of sex difference. The content of neo-shaman web pages comprises texts, images and sound. Text messages deal with instructing users in shamanism, promoting neo-shamans’ services and offering motivators in the form of citations. The latter occupy a prominent place in news feeds. The visual content includes images on the subject of shamanism, psychedelic paintings and visionary art. The style of the visual content we define as a synthesis of ethnographic, environmental and psychedelic elements. The sound content of the web sites contains music reflecting ethnic shamanic traditions (Siberia, Northen Europe, the Americas), neofolk and ritual ambient. The resulting conclusion of the study is that surfing neo-shaman web sites and pages in social networks is in itself a “lightweight”, postmodern version of shamanic trance with its virtual symbols: motivating spells, psychedelic images and meditative ritual music.",60104963,Novosibirsk State Pedagogical University,Novosibirsk,Russian Federation,"['1712', '1709', '1707', '1705']",22.666666666666668,0.10978787878787878,0.2805151515151515,1
6,6,Network infrastructure design in connectivity using Inter-VLan concept in bandung district government,"In recent years the development of communication needed by humans is growing. This is based on the reliability and availability of a communications infrastructure network from a service provider company. The infrastructure can be in the form of a series or topology of devices that support the operation of services, these devices can be physical or virtual. Network infrastructure requires a routing protocol to improve the optimization of data communication on data traffic. For the distribution of broadcast domains on network infrastructure, Inter-VLAN can be used to reduce hardware usage and make cost savings. For data packet filtering activities, ACL can be used so that unknown data packets cannot be through the internal network. This research conducted at Bandung District Government is expected to improve the optimization of network infrastructure conditions using Inter-VLAN with the Network Development Life Cycle method. With inter-VLAN, 1 broadcast domain on infrastructure at Bandung District Government can be divided into several broadcast domains and each SKPD also can communicate with another. Besides being able to improve performance in Bandung District Government, this can also save costs.",60103730,Telkom University,Bandung West Java,Indonesia,"['1712', '1709', '1707', '1705']",20.11111111111111,0.04285714285714286,0.288265306122449,1
7,7,Digital economy as a tool for reducing of uncertainty in strategic managerial decisions," Publication rights licensed to ACM.The article analyzes the actual topic – a tool for reducing of uncertainty in strategic management decisions in the ""digital economy"". The tasks solved in the article are to concretize the concept of ""digital economy"" and substantiate the digitalization of economic information as a tool for more effective management of the economy. Methods for organization of management and reduction of uncertainty about the object of management by digitization of additional information are used. The novelty of the article is the proposal of a methodological tool that provides the reducing of an uncertainty when choosing a most rational management decision through the digitization of information. The basic concepts related to the economy, ""digital economy"" and information in the framework of statistical theory, are analyzed in the article. The definition of ""digital economy"" and recommendations on the organization of information management through, inter alia, its digitalization as a determining factor to reduce uncertainty when choosing a more rational management decision, are proposed. The relevance of the introduction of human-machine interaction technologies for the collection and analysis of information, which is needed for making strategic decisions in the conditions of digital transformation of enterprises, is shown. Concluded that it is possible to increase the probability of implementing of a decision that meets the criteria of optimal choice by using of information on a certain program for reducing of uncertainty and achieving the goal of the strategic management.",60017103,Peter the Great St. Petersburg Polytechnic University,St. Petersburg,Russian Federation,"['1712', '1709', '1707', '1705']",29.875,0.1676190476190476,0.3130952380952381,0
8,8,Software patents and firm value: A real options perspective on the role of innovation orientation and environmental uncertainty," Drawing on the real options theory and the literature on exploration and exploitation, we develop a novel theoretical framework to assess the value of software patents. Moreover, we examine the impact of contextual factors related to the nature of innovation underlying firms’ patent portfolios (exploitative versus explorative) and the environmental uncertainty (competitiveness and dynamism) on the value of software patents. Specifically, we examine the interaction effect of a firm’s software patent stock and its innovation orientation on firm value in markets exhibiting different levels of environmental uncertainty. Based on a large-panel data set consisting of 602 U.S. firms, our results indicate that a software patent portfolio having higher levels of explorative orientation is associated with a higher firm value (as measured by Tobin’s q) in environments exhibiting low dynamism and high competitiveness. By contrast, a software patent portfolio with higher levels of exploitative orientation is associated with a higher firm value in environments with high dynamism and low competitiveness. We discuss the implications for research and practice.",60116868,Desautels School of Management,Montreal,Canada,"['1710', '1705']",24.0,0.006666666666666666,0.40444444444444444,0
9,9,Retraction: Towards understanding the colonial heritage in Algeria: Towards case of the Sheridan villa (Pollack Periodica (2019) DOI: 10.1556/606.2019.001)," The correct form of the authors is as follows: 1 Hiba BARBARA, 2 Tamás MOLNÁR.",60004737,Pécsi Tudományegyetem,Pecs,Hungary,"['1712', '1706']",16.0,0.0,0.0,0
